Record_ID,Year,Month_Name,Quarter,Facility_ID,Facility_Name,Facility_Type,Region,Facility_Area_SqFt,Energy_Type,Unit_of_Measure,Consumption_Amount,Unit_Cost_INR,Total_Cost_INR,Renewable_Percentage,CO2_Emission_Factor_kgCO2_per_unit,CO2_Emissions_kg,Peak_Demand_kW,Avg_Temperature_C,Heating_Cooling_Degree_Days,Operating_Hours,Headcount_Occupancy
ENG500750,2025,Feb-2025,Q1,FAC004,Chennai Data Center,Data Center,Chennai,40000,Natural Gas,m3,55.6,48.37,2689.37,0.0,2.02,112.31,,27.0,149.8,519.0,45
ENG500751,2025,Feb-2025,Q1,FAC004,Chennai Data Center,Data Center,Chennai,40000,Water,KL,76.5,63.16,4831.74,0.0,0.35,26.77,,27.0,149.8,519.0,45
ENG500752,2025,Feb-2025,Q1,FAC004,Chennai Data Center,Data Center,Chennai,40000,Steam,kg,70.3,3.69,259.41,0.0,0.09,6.33,,27.0,149.8,519.0,45
ENG500753,2025,Mar-2025,Q1,FAC004,Chennai Data Center,Data Center,Chennai,40000,Electricity,kWh,18552.0,9.65,179026.8,20.1,0.82,12154.9,34.2,29.3,218.8,720.0,51
ENG500754,2025,Mar-2025,Q1,FAC004,Chennai Data Center,Data Center,Chennai,40000,Natural Gas,m3,50.6,48.7,2464.22,0.0,2.02,102.21,,29.3,218.8,720.0,51
ENG500755,2025,Mar-2025,Q1,FAC004,Chennai Data Center,Data Center,Chennai,40000,Water,KL,80.4,64.64,5197.06,0.0,0.35,28.14,,29.3,218.8,720.0,51
ENG500756,2025,Mar-2025,Q1,FAC004,Chennai Data Center,Data Center,Chennai,40000,Steam,kg,62.0,3.73,231.26,0.0,0.09,5.58,,29.3,218.8,720.0,51
ENG500757,2025,Apr-2025,Q2,FAC004,Chennai Data Center,Data Center,Chennai,40000,Electricity,kWh,20638.8,9.85,203292.18,17.5,0.82,13962.15,47.0,33.0,330.9,626.0,27
ENG500758,2025,Apr-2025,Q2,FAC004,Chennai Data Center,Data Center,Chennai,40000,Natural Gas,m3,50.8,47.67,2421.64,0.0,2.02,102.62,,33.0,330.9,626.0,27
ENG500759,2025,Apr-2025,Q2,FAC004,Chennai Data Center,Data Center,Chennai,40000,Water,KL,80.7,64.15,5176.91,0.0,0.35,28.24,,33.0,330.9,626.0,27
ENG500760,2025,Apr-2025,Q2,FAC004,Chennai Data Center,Data Center,Chennai,40000,Steam,kg,61.9,3.74,231.51,0.0,0.09,5.57,,33.0,330.9,626.0,27
ENG500761,2025,May-2025,Q2,FAC004,Chennai Data Center,Data Center,Chennai,40000,Electricity,kWh,20334.7,9.57,194603.08,17.3,0.82,13789.77,45.8,34.3,368.2,717.0,58
ENG500762,2025,May-2025,Q2,FAC004,Chennai Data Center,Data Center,Chennai,40000,Natural Gas,m3,48.2,48.59,2342.04,0.0,2.02,97.36,,34.3,368.2,717.0,58
ENG500763,2025,May-2025,Q2,FAC004,Chennai Data Center,Data Center,Chennai,40000,Water,KL,84.2,62.92,5297.86,0.0,0.35,29.47,,34.3,368.2,717.0,58
ENG500764,2025,May-2025,Q2,FAC004,Chennai Data Center,Data Center,Chennai,40000,Steam,kg,65.1,3.67,238.92,0.0,0.09,5.86,,34.3,368.2,717.0,58
ENG500765,2025,Jun-2025,Q2,FAC004,Chennai Data Center,Data Center,Chennai,40000,Electricity,kWh,22651.7,9.99,226290.48,24.4,0.82,14042.24,65.8,33.5,345.4,588.0,50
ENG500766,2025,Jun-2025,Q2,FAC004,Chennai Data Center,Data Center,Chennai,40000,Natural Gas,m3,45.7,47.4,2166.18,0.0,2.02,92.31,,33.5,345.4,588.0,50
ENG500767,2025,Jun-2025,Q2,FAC004,Chennai Data Center,Data Center,Chennai,40000,Water,KL,82.3,62.52,5145.4,0.0,0.35,28.8,,33.5,345.4,588.0,50
ENG500768,2025,Jun-2025,Q2,FAC004,Chennai Data Center,Data Center,Chennai,40000,Steam,kg,63.9,3.71,237.07,0.0,0.09,5.75,,33.5,345.4,588.0,50
ENG500769,2025,Jul-2025,Q3,FAC004,Chennai Data Center,Data Center,Chennai,40000,Electricity,kWh,21139.0,9.99,211178.61,23.2,0.82,13312.5,69.8,30.9,267.5,535.0,46
ENG500770,2025,Jul-2025,Q3,FAC004,Chennai Data Center,Data Center,Chennai,40000,Natural Gas,m3,50.7,48.39,2453.37,0.0,2.02,102.41,,30.9,267.5,535.0,46
ENG500771,2025,Jul-2025,Q3,FAC004,Chennai Data Center,Data Center,Chennai,40000,Water,KL,83.2,63.1,5249.92,0.0,0.35,29.12,,30.9,267.5,535.0,46
ENG500772,2025,Jul-2025,Q3,FAC004,Chennai Data Center,Data Center,Chennai,40000,Steam,kg,63.2,3.73,235.74,0.0,0.09,5.69,,30.9,267.5,535.0,46
ENG500773,2025,Aug-2025,Q3,FAC004,Chennai Data Center,Data Center,Chennai,40000,Electricity,kWh,17782.0,9.67,171951.94,17.6,0.82,12014.94,44.0,28.7,200.0,605.0,46
ENG500774,2025,Aug-2025,Q3,FAC004,Chennai Data Center,Data Center,Chennai,40000,Natural Gas,m3,56.3,47.9,2696.77,0.0,2.02,113.73,,28.7,200.0,605.0,46
ENG500775,2025,Aug-2025,Q3,FAC004,Chennai Data Center,Data Center,Chennai,40000,Water,KL,84.4,63.98,5399.91,0.0,0.35,29.54,,28.7,200.0,605.0,46
ENG500776,2025,Aug-2025,Q3,FAC004,Chennai Data Center,Data Center,Chennai,40000,Steam,kg,66.4,3.66,243.02,0.0,0.09,5.98,,28.7,200.0,605.0,46
ENG500777,2025,Sep-2025,Q3,FAC004,Chennai Data Center,Data Center,Chennai,40000,Electricity,kWh,19795.9,9.96,197167.16,20.4,0.82,12921.18,105.7,28.1,182.3,334.0,37
ENG500778,2025,Sep-2025,Q3,FAC004,Chennai Data Center,Data Center,Chennai,40000,Natural Gas,m3,57.6,49.11,2828.74,0.0,2.02,116.35,,28.1,182.3,334.0,37
ENG500779,2025,Sep-2025,Q3,FAC004,Chennai Data Center,Data Center,Chennai,40000,Water,KL,82.7,61.99,5126.57,0.0,0.35,28.95,,28.1,182.3,334.0,37
ENG500780,2025,Sep-2025,Q3,FAC004,Chennai Data Center,Data Center,Chennai,40000,Steam,kg,67.7,3.76,254.55,0.0,0.09,6.09,,28.1,182.3,334.0,37
ENG500781,2025,Oct-2025,Q4,FAC004,Chennai Data Center,Data Center,Chennai,40000,Electricity,kWh,19038.3,10.12,192667.6,22.6,0.82,12083.23,53.3,28.7,199.8,553.0,50
ENG500782,2025,Oct-2025,Q4,FAC004,Chennai Data Center,Data Center,Chennai,40000,Natural Gas,m3,50.1,47.29,2369.23,0.0,2.02,101.2,,28.7,199.8,553.0,50
ENG500783,2025,Oct-2025,Q4,FAC004,Chennai Data Center,Data Center,Chennai,40000,Water,KL,78.5,63.5,4984.75,0.0,0.35,27.47,,28.7,199.8,553.0,50
ENG500784,2025,Oct-2025,Q4,FAC004,Chennai Data Center,Data Center,Chennai,40000,Steam,kg,64.9,3.61,234.29,0.0,0.09,5.84,,28.7,199.8,553.0,50
ENG500785,2025,Nov-2025,Q4,FAC004,Chennai Data Center,Data Center,Chennai,40000,Electricity,kWh,18630.9,9.6,178856.64,20.1,0.82,12206.59,51.1,25.7,110.3,616.0,42
ENG500786,2025,Nov-2025,Q4,FAC004,Chennai Data Center,Data Center,Chennai,40000,Natural Gas,m3,58.1,48.27,2804.49,0.0,2.02,117.36,,25.7,110.3,616.0,42
ENG500787,2025,Nov-2025,Q4,FAC004,Chennai Data Center,Data Center,Chennai,40000,Water,KL,75.7,62.34,4719.14,0.0,0.35,26.5,,25.7,110.3,616.0,42
ENG500788,2025,Nov-2025,Q4,FAC004,Chennai Data Center,Data Center,Chennai,40000,Steam,kg,60.7,3.67,222.77,0.0,0.09,5.46,,25.7,110.3,616.0,42
ENG500789,2025,Dec-2025,Q4,FAC004,Chennai Data Center,Data Center,Chennai,40000,Electricity,kWh,18967.9,9.63,182660.88,20.5,0.82,12365.17,73.0,26.3,128.0,445.0,5
ENG500790,2025,Dec-2025,Q4,FAC004,Chennai Data Center,Data Center,Chennai,40000,Natural Gas,m3,56.1,47.81,2682.14,0.0,2.02,113.32,,26.3,128.0,445.0,5
ENG500791,2025,Dec-2025,Q4,FAC004,Chennai Data Center,Data Center,Chennai,40000,Water,KL,81.3,63.87,5192.63,0.0,0.35,28.45,,26.3,128.0,445.0,5
ENG500792,2025,Dec-2025,Q4,FAC004,Chennai Data Center,Data Center,Chennai,40000,Steam,kg,61.4,3.79,232.71,0.0,0.09,5.53,,26.3,128.0,445.0,5
ENG500793,2026,Jan-2026,Q1,FAC004,Chennai Data Center,Data Center,Chennai,40000,Electricity,kWh,18174.7,10.5,190834.35,20.7,0.82,11818.28,43.3,25.6,108.6,585.0,57
ENG500794,2026,Jan-2026,Q1,FAC004,Chennai Data Center,Data Center,Chennai,40000,Natural Gas,m3,55.9,51.03,2852.58,0.0,2.02,112.92,,25.6,108.6,585.0,57
ENG500795,2026,Jan-2026,Q1,FAC004,Chennai Data Center,Data Center,Chennai,40000,Water,KL,70.2,66.59,4674.62,0.0,0.35,24.57,,25.6,108.6,585.0,57
ENG500796,2026,Jan-2026,Q1,FAC004,Chennai Data Center,Data Center,Chennai,40000,Steam,kg,67.9,3.88,263.45,0.0,0.09,6.11,,25.6,108.6,585.0,57
ENG500797,2026,Feb-2026,Q1,FAC004,Chennai Data Center,Data Center,Chennai,40000,Electricity,kWh,19343.4,10.55,204072.87,22.9,0.82,12229.28,52.0,28.2,185.2,537.0,5
ENG500798,2026,Feb-2026,Q1,FAC004,Chennai Data Center,Data Center,Chennai,40000,Natural Gas,m3,51.1,50.49,2580.04,0.0,2.02,103.22,,28.2,185.2,537.0,5
ENG500799,2026,Feb-2026,Q1,FAC004,Chennai Data Center,Data Center,Chennai,40000,Water,KL,82.9,68.46,5675.33,0.0,0.35,29.02,,28.2,185.2,537.0,5
ENG500800,2026,Feb-2026,Q1,FAC004,Chennai Data Center,Data Center,Chennai,40000,Steam,kg,62.0,3.97,246.14,0.0,0.09,5.58,,28.2,185.2,537.0,5
ENG500801,2022,Jan-2022,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,9705.7,8.68,84245.48,8.1,0.82,7314.02,26.4,14.7,219.3,539.0,162
ENG500802,2022,Jan-2022,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,433.4,42.08,18237.47,0.0,2.02,875.47,,14.7,219.3,539.0,162
ENG500803,2022,Jan-2022,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,135.8,54.92,7458.14,0.0,0.35,47.53,,14.7,219.3,539.0,162
ENG500804,2022,Jan-2022,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,240.5,3.16,759.98,0.0,0.09,21.64,,14.7,219.3,539.0,162
ENG500805,2022,Feb-2022,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,11918.7,8.74,104169.44,7.4,0.82,9050.11,33.1,18.1,117.8,501.0,151
ENG500806,2022,Feb-2022,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,378.4,43.25,16365.8,0.0,2.02,764.37,,18.1,117.8,501.0,151
ENG500807,2022,Feb-2022,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,153.1,56.19,8602.69,0.0,0.35,53.58,,18.1,117.8,501.0,151
ENG500808,2022,Feb-2022,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,215.3,3.16,680.35,0.0,0.09,19.38,,18.1,117.8,501.0,151
ENG500809,2022,Mar-2022,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,12679.9,8.39,106384.36,8.7,0.82,9492.93,42.8,22.7,20.2,411.0,130
ENG500810,2022,Mar-2022,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,371.5,42.49,15785.03,0.0,2.02,750.43,,22.7,20.2,411.0,130
ENG500811,2022,Mar-2022,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,168.2,53.58,9012.16,0.0,0.35,58.87,,22.7,20.2,411.0,130
ENG500812,2022,Mar-2022,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,215.3,3.24,697.57,0.0,0.09,19.38,,22.7,20.2,411.0,130
ENG500813,2022,Apr-2022,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,16340.1,8.48,138564.05,7.9,0.82,12340.37,33.0,27.6,168.3,708.0,133
ENG500814,2022,Apr-2022,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,323.3,40.86,13210.04,0.0,2.02,653.07,,27.6,168.3,708.0,133
ENG500815,2022,Apr-2022,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,177.3,54.96,9744.41,0.0,0.35,62.05,,27.6,168.3,708.0,133
ENG500816,2022,Apr-2022,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,203.7,3.14,639.62,0.0,0.09,18.33,,27.6,168.3,708.0,133
ENG500817,2022,May-2022,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,17486.7,8.3,145139.61,4.6,0.82,13679.5,36.5,31.4,281.4,640.0,183
ENG500818,2022,May-2022,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,326.2,42.46,13850.45,0.0,2.02,658.92,,31.4,281.4,640.0,183
ENG500819,2022,May-2022,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,203.3,54.95,11171.34,0.0,0.35,71.16,,31.4,281.4,640.0,183
ENG500820,2022,May-2022,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,200.2,3.23,646.65,0.0,0.09,18.02,,31.4,281.4,640.0,183
ENG500821,2022,Jun-2022,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,18192.0,8.49,154450.08,6.5,0.82,13947.81,54.5,34.9,388.4,500.0,168
ENG500822,2022,Jun-2022,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,280.3,42.73,11977.22,0.0,2.02,566.21,,34.9,388.4,500.0,168
ENG500823,2022,Jun-2022,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,211.8,56.24,11911.63,0.0,0.35,74.13,,34.9,388.4,500.0,168
ENG500824,2022,Jun-2022,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,177.3,3.12,553.18,0.0,0.09,15.96,,34.9,388.4,500.0,168
ENG500825,2022,Jul-2022,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,19025.4,8.51,161906.15,8.1,0.82,14337.16,102.0,33.0,329.8,332.0,154
ENG500826,2022,Jul-2022,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,318.5,42.26,13459.81,0.0,2.02,643.37,,33.0,329.8,332.0,154
ENG500827,2022,Jul-2022,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,193.3,55.44,10716.55,0.0,0.35,67.66,,33.0,329.8,332.0,154
ENG500828,2022,Jul-2022,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,202.5,3.22,652.05,0.0,0.09,18.22,,33.0,329.8,332.0,154
ENG500829,2022,Aug-2022,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,17017.7,8.51,144820.63,9.4,0.82,12642.79,43.8,30.2,245.4,593.0,166
ENG500830,2022,Aug-2022,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,338.7,42.83,14506.52,0.0,2.02,684.17,,30.2,245.4,593.0,166
ENG500831,2022,Aug-2022,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,201.3,53.68,10805.78,0.0,0.35,70.45,,30.2,245.4,593.0,166
ENG500832,2022,Aug-2022,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,191.6,3.22,616.95,0.0,0.09,17.24,,30.2,245.4,593.0,166
ENG500833,2022,Sep-2022,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,17127.6,8.68,148667.57,8.3,0.82,12878.93,33.0,30.0,239.1,713.0,164
ENG500834,2022,Sep-2022,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,318.9,40.8,13011.12,0.0,2.02,644.18,,30.0,239.1,713.0,164
ENG500835,2022,Sep-2022,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,197.3,56.38,11123.77,0.0,0.35,69.05,,30.0,239.1,713.0,164
ENG500836,2022,Sep-2022,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,183.9,3.13,575.61,0.0,0.09,16.55,,30.0,239.1,713.0,164
ENG500837,2022,Oct-2022,Q4,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,14540.8,8.43,122578.94,9.2,0.82,10826.5,45.6,27.0,151.0,455.0,146
ENG500838,2022,Oct-2022,Q4,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,331.4,42.17,13975.14,0.0,2.02,669.43,,27.0,151.0,455.0,146
ENG500839,2022,Oct-2022,Q4,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,188.2,54.17,10194.79,0.0,0.35,65.87,,27.0,151.0,455.0,146
ENG500840,2022,Oct-2022,Q4,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,206.4,3.11,641.9,0.0,0.09,18.58,,27.0,151.0,455.0,146
ENG500841,2022,Nov-2022,Q4,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,11765.7,8.67,102008.62,6.0,0.82,9069.0,31.5,18.6,102.4,610.0,125
ENG500842,2022,Nov-2022,Q4,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,376.1,42.42,15954.16,0.0,2.02,759.72,,18.6,102.4,610.0,125
ENG500843,2022,Nov-2022,Q4,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,164.0,54.0,8856.0,0.0,0.35,57.4,,18.6,102.4,610.0,125
ENG500844,2022,Nov-2022,Q4,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,224.5,3.2,718.4,0.0,0.09,20.2,,18.6,102.4,610.0,125
ENG500845,2022,Dec-2022,Q4,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,9706.9,8.67,84158.82,6.3,0.82,7458.2,36.4,14.7,219.1,398.0,167
ENG500846,2022,Dec-2022,Q4,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,403.5,42.61,17193.13,0.0,2.02,815.07,,14.7,219.1,398.0,167
ENG500847,2022,Dec-2022,Q4,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,131.7,54.41,7165.8,0.0,0.35,46.09,,14.7,219.1,398.0,167
ENG500848,2022,Dec-2022,Q4,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,227.6,3.17,721.49,0.0,0.09,20.48,,14.7,219.1,398.0,167
ENG500849,2023,Jan-2023,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,10193.5,8.74,89091.19,15.1,0.82,7096.51,38.0,15.9,181.7,359.0,166
ENG500850,2023,Jan-2023,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,395.9,45.01,17819.46,0.0,2.02,799.72,,15.9,181.7,359.0,166
ENG500851,2023,Jan-2023,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,135.3,59.47,8046.29,0.0,0.35,47.36,,15.9,181.7,359.0,166
ENG500852,2023,Jan-2023,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,203.4,3.38,687.49,0.0,0.09,18.31,,15.9,181.7,359.0,166
ENG500853,2023,Feb-2023,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,10248.8,8.95,91726.76,12.6,0.82,7345.11,43.8,16.5,165.6,409.0,197
ENG500854,2023,Feb-2023,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,393.1,43.69,17174.54,0.0,2.02,794.06,,16.5,165.6,409.0,197
ENG500855,2023,Feb-2023,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,141.5,59.48,8416.42,0.0,0.35,49.52,,16.5,165.6,409.0,197
ENG500856,2023,Feb-2023,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,211.2,3.29,694.85,0.0,0.09,19.01,,16.5,165.6,409.0,197
ENG500857,2023,Mar-2023,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,12640.8,9.08,114778.46,14.1,0.82,8903.93,26.4,23.5,44.2,702.0,176
ENG500858,2023,Mar-2023,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,357.3,44.89,16039.2,0.0,2.02,721.75,,23.5,44.2,702.0,176
ENG500859,2023,Mar-2023,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,171.7,57.61,9891.64,0.0,0.35,60.09,,23.5,44.2,702.0,176
ENG500860,2023,Mar-2023,Q1,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,200.8,3.41,684.73,0.0,0.09,18.07,,23.5,44.2,702.0,176
ENG500861,2023,Apr-2023,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,16407.5,8.69,142581.17,8.8,0.82,12270.18,51.6,28.5,194.5,465.0,155
ENG500862,2023,Apr-2023,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,344.1,44.4,15278.04,0.0,2.02,695.08,,28.5,194.5,465.0,155
ENG500863,2023,Apr-2023,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,183.6,56.56,10384.42,0.0,0.35,64.26,,28.5,194.5,465.0,155
ENG500864,2023,Apr-2023,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,184.8,3.34,617.23,0.0,0.09,16.63,,28.5,194.5,465.0,155
ENG500865,2023,May-2023,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,18155.7,8.82,160133.27,13.8,0.82,12833.17,46.7,32.7,319.9,679.0,143
ENG500866,2023,May-2023,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,302.4,42.79,12939.7,0.0,2.02,610.85,,32.7,319.9,679.0,143
ENG500867,2023,May-2023,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,215.2,57.74,12425.65,0.0,0.35,75.32,,32.7,319.9,679.0,143
ENG500868,2023,May-2023,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,204.6,3.28,671.09,0.0,0.09,18.41,,32.7,319.9,679.0,143
ENG500869,2023,Jun-2023,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,18280.2,8.95,163607.79,11.8,0.82,13220.97,45.4,37.6,468.8,676.0,131
ENG500870,2023,Jun-2023,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,276.6,43.96,12159.34,0.0,2.02,558.73,,37.6,468.8,676.0,131
ENG500871,2023,Jun-2023,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,232.2,57.88,13439.74,0.0,0.35,81.27,,37.6,468.8,676.0,131
ENG500872,2023,Jun-2023,Q2,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,189.5,3.39,642.4,0.0,0.09,17.05,,37.6,468.8,676.0,131
ENG500873,2023,Jul-2023,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,17441.7,9.17,159940.39,13.5,0.82,12371.4,48.2,30.6,259.5,530.0,147
ENG500874,2023,Jul-2023,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,333.4,44.2,14736.28,0.0,2.02,673.47,,30.6,259.5,530.0,147
ENG500875,2023,Jul-2023,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,198.9,57.29,11394.98,0.0,0.35,69.61,,30.6,259.5,530.0,147
ENG500876,2023,Jul-2023,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,191.0,3.3,630.3,0.0,0.09,17.19,,30.6,259.5,530.0,147
ENG500877,2023,Aug-2023,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,15101.5,9.0,135913.5,10.6,0.82,11070.61,35.5,28.7,200.2,661.0,160
ENG500878,2023,Aug-2023,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,322.9,45.27,14617.68,0.0,2.02,652.26,,28.7,200.2,661.0,160
ENG500879,2023,Aug-2023,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,196.5,58.57,11509.0,0.0,0.35,68.77,,28.7,200.2,661.0,160
ENG500880,2023,Aug-2023,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,186.8,3.35,625.78,0.0,0.09,16.81,,28.7,200.2,661.0,160
ENG500881,2023,Sep-2023,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,14795.0,9.09,134486.55,12.5,0.82,10615.41,34.3,28.1,184.2,592.0,150
ENG500882,2023,Sep-2023,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,340.4,44.51,15151.2,0.0,2.02,687.61,,28.1,184.2,592.0,150
ENG500883,2023,Sep-2023,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,182.6,58.74,10725.92,0.0,0.35,63.91,,28.1,184.2,592.0,150
ENG500884,2023,Sep-2023,Q3,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,187.8,3.38,634.76,0.0,0.09,16.9,,28.1,184.2,592.0,150
ENG500885,2023,Oct-2023,Q4,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,13883.2,8.84,122727.49,14.0,0.82,9790.43,46.5,26.0,120.1,466.0,153
ENG500886,2023,Oct-2023,Q4,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Natural Gas,m3,322.4,45.06,14527.34,0.0,2.02,651.25,,26.0,120.1,466.0,153
ENG500887,2023,Oct-2023,Q4,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Water,KL,181.1,57.1,10340.81,0.0,0.35,63.38,,26.0,120.1,466.0,153
ENG500888,2023,Oct-2023,Q4,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Steam,kg,206.9,3.46,715.87,0.0,0.09,18.62,,26.0,120.1,466.0,153
ENG500889,2023,Nov-2023,Q4,FAC005,Delhi Distribution Center,Distribution Center,Delhi,120000,Electricity,kWh,10756.8,8.67,93261.46,15.3,0.82,7471.03,26.8,18.2,114.9,586.0,175
