Order_ID,Order_Date,Month_Name,Calendar_Quarter,Fiscal_Quarter,Region,Sales_Rep,Customer_Segment,Customer_Type,Product_Category,Product_Name,Units_Sold,Unit_Price,Discount_Percent,Gross_Sales,Discount_Amount,Net_Sales,Unit_Cost,Total_Cost,Profit,Profit_Margin_Percent,Sales_Channel,Lead_Source,Order_Status,Rep_Monthly_Target
ORD100216,2025-11-29,Nov-2025,Q4,FY2025-Q3,East,Priya Sen,Enterprise,Returning,Accessories,Desk Organizer,20,467.54,12.0,9350.8,1122.1,8228.7,245.01,4900.2,3328.5,40.45,Online,Paid Ads,Completed,239411.0
ORD100217,2025-11-29,Nov-2025,Q4,FY2025-Q3,North,Karan Mehta,SMB,Returning,Accessories,Laptop Sleeve,2,715.91,6.5,1431.82,93.07,1338.75,391.53,783.06,555.69,41.51,Partner,Paid Ads,Completed,226645.0
ORD100218,2025-11-29,Nov-2025,Q4,FY2025-Q3,West,Simran Kaur,Mid-Market,Returning,Accessories,Desk Organizer,6,446.12,7.6,2676.72,203.43,2473.29,240.73,1444.38,1028.91,41.6,Partner,Website Organic,Completed,201553.0
ORD100219,2025-11-30,Nov-2025,Q4,FY2025-Q3,West,Simran Kaur,SMB,Returning,Accessories,Desk Organizer,5,432.13,0.3,2160.65,6.48,2154.17,237.45,1187.25,966.92,44.89,Online,Cold Outreach,Completed,256354.0
ORD100220,2025-11-30,Nov-2025,Q4,FY2025-Q3,West,Rohan Patil,SMB,Returning,Accessories,Webcam Cover,1,153.34,5.5,153.34,8.43,144.91,85.14,85.14,59.77,41.25,Retail,Event/Trade Show,Completed,224135.0
ORD100221,2025-12-01,Dec-2025,Q4,FY2025-Q3,West,Simran Kaur,SMB,Returning,Furniture,Standing Desk,1,17998.51,0.2,17998.51,36.0,17962.51,10632.47,10632.47,7330.04,40.81,Partner,Website Organic,Returned,218940.0
ORD100222,2025-12-01,Dec-2025,Q4,FY2025-Q3,East,Priya Sen,Mid-Market,New,Software,Analytics Suite,13,22954.87,9.3,298413.31,27752.44,270660.87,6950.16,90352.08,180308.79,66.62,Retail,Website Organic,Completed,219306.0
ORD100223,2025-12-01,Dec-2025,Q4,FY2025-Q3,West,Simran Kaur,SMB,New,Electronics,Wireless Mouse,2,909.34,2.2,1818.68,40.01,1778.67,548.1,1096.2,682.47,38.37,Direct,Referral,Completed,180798.0
ORD100224,2025-12-02,Dec-2025,Q4,FY2025-Q3,North,Sneha Iyer,SMB,Returning,Accessories,Laptop Sleeve,5,684.55,2.8,3422.75,95.84,3326.91,361.1,1805.5,1521.41,45.73,Partner,Website Organic,Completed,222967.0
ORD100225,2025-12-02,Dec-2025,Q4,FY2025-Q3,East,Ritu Ghosh,Mid-Market,New,Electronics,Smartwatch,8,8846.59,3.7,70772.72,2618.59,68154.13,5718.15,45745.2,22408.93,32.88,Partner,Cold Outreach,Completed,229873.0
ORD100226,2025-12-02,Dec-2025,Q4,FY2025-Q3,West,Neha Shah,Enterprise,New,Accessories,Desk Organizer,9,449.77,10.0,4047.93,404.79,3643.14,247.44,2226.96,1416.18,38.87,Online,Paid Ads,Completed,226852.0
ORD100227,2025-12-03,Dec-2025,Q4,FY2025-Q3,North,Karan Mehta,SMB,Returning,Software,Cloud Storage Plan,1,6032.38,4.9,6032.38,295.59,5736.79,1826.66,1826.66,3910.13,68.16,Direct,Paid Ads,Completed,245500.0
ORD100228,2025-12-04,Dec-2025,Q4,FY2025-Q3,North,Karan Mehta,SMB,Returning,Electronics,Bluetooth Speaker,1,2515.53,1.9,2515.53,47.8,2467.73,1493.89,1493.89,973.84,39.46,Partner,Referral,Returned,201655.0
ORD100229,2025-12-04,Dec-2025,Q4,FY2025-Q3,South,Vikram Reddy,Enterprise,Returning,Electronics,Bluetooth Speaker,16,2559.89,11.3,40958.24,4628.28,36329.96,1555.65,24890.4,11439.56,31.49,Retail,Website Organic,Completed,189400.0
ORD100230,2025-12-04,Dec-2025,Q4,FY2025-Q3,North,Aditi Rao,Enterprise,Returning,Accessories,Laptop Sleeve,28,703.55,16.3,19699.4,3211.0,16488.4,387.73,10856.44,5631.96,34.16,Retail,Paid Ads,Completed,242555.0
ORD100231,2025-12-04,Dec-2025,Q4,FY2025-Q3,North,Sneha Iyer,Mid-Market,Returning,Electronics,Smartwatch,8,8105.89,5.8,64847.12,3761.13,61085.99,5046.17,40369.36,20716.63,33.91,Direct,Referral,Completed,224470.0
ORD100232,2025-12-04,Dec-2025,Q4,FY2025-Q3,East,Ritu Ghosh,Enterprise,Returning,Software,CRM License,28,15644.69,4.4,438051.32,19274.26,418777.06,4672.95,130842.6,287934.46,68.76,Direct,Paid Ads,Completed,198139.0
ORD100233,2025-12-05,Dec-2025,Q4,FY2025-Q3,East,Arjun Das,Enterprise,New,Software,Cloud Storage Plan,14,5946.36,10.6,83249.04,8824.4,74424.64,1739.52,24353.28,50071.36,67.28,Online,Referral,Completed,215348.0
ORD100234,2025-12-06,Dec-2025,Q4,FY2025-Q3,South,Rahul Nair,Enterprise,New,Accessories,Webcam Cover,21,147.48,7.6,3097.08,235.38,2861.7,78.12,1640.52,1221.18,42.67,Online,Website Organic,Completed,190537.0
ORD100235,2025-12-07,Dec-2025,Q4,FY2025-Q3,West,Neha Shah,SMB,New,Furniture,Standing Desk,4,18049.64,0.0,72198.56,0.0,72198.56,10514.31,42057.24,30141.32,41.75,Online,Website Organic,Completed,244257.0
ORD100236,2025-12-07,Dec-2025,Q4,FY2025-Q3,East,Arjun Das,Mid-Market,Returning,Accessories,Laptop Sleeve,14,721.62,3.2,10102.68,323.29,9779.39,386.26,5407.64,4371.75,44.7,Direct,Website Organic,Completed,187147.0
ORD100237,2025-12-07,Dec-2025,Q4,FY2025-Q3,South,Vikram Reddy,Mid-Market,Returning,Accessories,Laptop Sleeve,6,727.08,10.4,4362.48,453.7,3908.78,398.86,2393.16,1515.62,38.77,Online,Referral,Completed,233156.0
ORD100238,2025-12-08,Dec-2025,Q4,FY2025-Q3,East,Priya Sen,SMB,Returning,Software,Security Suite,1,9916.53,3.5,9916.53,347.08,9569.45,2995.84,2995.84,6573.61,68.69,Partner,Cold Outreach,Completed,185926.0
ORD100239,2025-12-10,Dec-2025,Q4,FY2025-Q3,West,Neha Shah,Mid-Market,Returning,Furniture,Standing Desk,8,18032.97,7.4,144263.76,10675.52,133588.24,10565.62,84524.96,49063.28,36.73,Online,Event/Trade Show,Completed,221609.0
ORD100240,2025-12-11,Dec-2025,Q4,FY2025-Q3,East,Arjun Das,SMB,New,Electronics,Noise Cancelling Headphones,1,6699.35,1.1,6699.35,73.69,6625.66,4281.02,4281.02,2344.64,35.39,Online,Referral,Completed,191063.0
ORD100241,2025-12-11,Dec-2025,Q4,FY2025-Q3,South,Rahul Nair,Mid-Market,New,Accessories,Webcam Cover,13,153.44,6.9,1994.72,137.64,1857.08,81.0,1053.0,804.08,43.3,Retail,Referral,Completed,217148.0
ORD100242,2025-12-11,Dec-2025,Q4,FY2025-Q3,South,Vikram Reddy,Enterprise,Returning,Electronics,Bluetooth Speaker,18,2581.07,12.3,46459.26,5714.49,40744.77,1536.22,27651.96,13092.81,32.13,Online,Website Organic,Completed,184377.0
ORD100243,2025-12-11,Dec-2025,Q4,FY2025-Q3,East,Arjun Das,Enterprise,New,Electronics,Noise Cancelling Headphones,13,6513.21,10.2,84671.73,8636.52,76035.21,4109.3,53420.9,22614.31,29.74,Retail,Event/Trade Show,Completed,253482.0
ORD100244,2025-12-12,Dec-2025,Q4,FY2025-Q3,West,Rohan Patil,SMB,Returning,Furniture,Bookshelf,6,5593.75,1.1,33562.5,369.19,33193.31,3189.54,19137.24,14056.07,42.35,Direct,Paid Ads,Completed,248406.0
ORD100245,2025-12-12,Dec-2025,Q4,FY2025-Q3,South,Vikram Reddy,Enterprise,Returning,Electronics,USB-C Hub,14,1713.49,13.4,23988.86,3214.51,20774.35,1076.59,15072.26,5702.09,27.45,Online,Event/Trade Show,Completed,222589.0
ORD100246,2025-12-12,Dec-2025,Q4,FY2025-Q3,South,Rahul Nair,SMB,New,Furniture,Office Cabinet,4,8687.06,2.2,34748.24,764.46,33983.78,4952.14,19808.56,14175.22,41.71,Online,Cold Outreach,Completed,236334.0
ORD100247,2025-12-14,Dec-2025,Q4,FY2025-Q3,North,Aditi Rao,SMB,Returning,Software,Security Suite,5,9467.21,0.0,47336.05,0.0,47336.05,2953.99,14769.95,32566.1,68.8,Partner,Paid Ads,Completed,244537.0
ORD100248,2025-12-14,Dec-2025,Q4,FY2025-Q3,North,Karan Mehta,SMB,New,Software,CRM License,1,14549.36,5.3,14549.36,771.12,13778.24,4427.39,4427.39,9350.85,67.87,Online,Referral,Completed,248119.0
ORD100249,2025-12-15,Dec-2025,Q4,FY2025-Q3,South,Rahul Nair,SMB,Returning,Accessories,Cable Management Kit,6,364.95,3.9,2189.7,85.4,2104.3,194.14,1164.84,939.46,44.64,Partner,Website Organic,Completed,210579.0
ORD100250,2025-12-15,Dec-2025,Q4,FY2025-Q3,South,Divya Menon,SMB,Returning,Electronics,Noise Cancelling Headphones,1,6278.3,3.8,6278.3,238.58,6039.72,3717.13,3717.13,2322.59,38.46,Direct,Paid Ads,Completed,227439.0
ORD100251,2025-12-15,Dec-2025,Q4,FY2025-Q3,East,Ritu Ghosh,Mid-Market,Returning,Electronics,Smartwatch,12,8679.26,7.5,104151.12,7811.33,96339.79,5283.77,63405.24,32934.55,34.19,Partner,Event/Trade Show,Completed,235304.0
ORD100252,2025-12-15,Dec-2025,Q4,FY2025-Q3,West,Neha Shah,Mid-Market,Returning,Software,Cloud Storage Plan,10,5819.36,0.0,58193.6,0.0,58193.6,1692.41,16924.1,41269.5,70.92,Retail,Event/Trade Show,Completed,204257.0
ORD100253,2025-12-15,Dec-2025,Q4,FY2025-Q3,South,Rahul Nair,Enterprise,Returning,Furniture,Office Cabinet,22,9319.16,9.4,205021.52,19272.02,185749.5,5619.31,123624.82,62124.68,33.45,Retail,Paid Ads,Completed,198907.0
ORD100254,2025-12-15,Dec-2025,Q4,FY2025-Q3,East,Ritu Ghosh,Enterprise,New,Software,Cloud Storage Plan,16,5910.39,13.5,94566.24,12766.44,81799.8,1684.5,26952.0,54847.8,67.05,Online,Referral,Completed,202374.0
ORD100255,2025-12-15,Dec-2025,Q4,FY2025-Q3,North,Sneha Iyer,SMB,New,Accessories,Laptop Sleeve,2,728.18,0.4,1456.36,5.83,1450.53,414.87,829.74,620.79,42.8,Direct,Paid Ads,Completed,229351.0
ORD100256,2025-12-15,Dec-2025,Q4,FY2025-Q3,North,Sneha Iyer,Mid-Market,New,Furniture,Office Cabinet,13,9077.2,10.3,118003.6,12154.37,105849.23,5492.56,71403.28,34445.95,32.54,Retail,Website Organic,Completed,218967.0
ORD100257,2025-12-16,Dec-2025,Q4,FY2025-Q3,West,Neha Shah,SMB,Returning,Software,Cloud Storage Plan,5,5863.68,2.0,29318.4,586.37,28732.03,1721.06,8605.3,20126.73,70.05,Retail,Website Organic,Completed,211048.0
ORD100258,2025-12-16,Dec-2025,Q4,FY2025-Q3,North,Karan Mehta,SMB,New,Electronics,Noise Cancelling Headphones,4,6187.64,2.9,24750.56,717.77,24032.79,3997.91,15991.64,8041.15,33.46,Partner,Cold Outreach,Completed,212546.0
ORD100259,2025-12-16,Dec-2025,Q4,FY2025-Q3,South,Divya Menon,Mid-Market,New,Accessories,Laptop Sleeve,6,710.78,6.0,4264.68,255.88,4008.8,394.54,2367.24,1641.56,40.95,Direct,Referral,Completed,180733.0
ORD100260,2025-12-16,Dec-2025,Q4,FY2025-Q3,North,Sneha Iyer,Mid-Market,Returning,Accessories,Cable Management Kit,8,334.84,4.3,2678.72,115.18,2563.54,178.48,1427.84,1135.7,44.3,Retail,Event/Trade Show,Completed,235406.0
ORD100261,2025-12-17,Dec-2025,Q4,FY2025-Q3,East,Ritu Ghosh,Mid-Market,Returning,Accessories,Webcam Cover,5,154.26,8.6,771.3,66.33,704.97,88.34,441.7,263.27,37.34,Direct,Cold Outreach,Completed,253421.0
ORD100262,2025-12-17,Dec-2025,Q4,FY2025-Q3,North,Sneha Iyer,Mid-Market,Returning,Electronics,Bluetooth Speaker,9,2611.44,4.9,23502.96,1151.65,22351.31,1638.17,14743.53,7607.78,34.04,Direct,Referral,Completed,201628.0
ORD100263,2025-12-17,Dec-2025,Q4,FY2025-Q3,West,Simran Kaur,SMB,Returning,Furniture,Office Cabinet,2,8808.95,0.0,17617.9,0.0,17617.9,5165.91,10331.82,7286.08,41.36,Direct,Referral,Completed,252397.0
ORD100264,2025-12-17,Dec-2025,Q4,FY2025-Q3,West,Simran Kaur,SMB,Returning,Software,Analytics Suite,5,21113.0,2.9,105565.0,3061.39,102503.61,6165.18,30825.9,71677.71,69.93,Retail,Website Organic,Completed,253778.0
ORD100265,2025-12-18,Dec-2025,Q4,FY2025-Q3,East,Priya Sen,SMB,Returning,Furniture,Standing Desk,5,18746.15,0.4,93730.75,374.92,93355.83,10835.26,54176.3,39179.53,41.97,Online,Website Organic,Completed,186619.0
ORD100266,2025-12-18,Dec-2025,Q4,FY2025-Q3,West,Simran Kaur,SMB,Returning,Software,Cloud Storage Plan,4,5943.98,0.8,23775.92,190.21,23585.71,1741.68,6966.72,16618.99,70.46,Retail,Referral,Completed,237176.0
ORD100267,2025-12-19,Dec-2025,Q4,FY2025-Q3,West,Simran Kaur,Mid-Market,Returning,Software,Analytics Suite,10,21865.11,4.7,218651.1,10276.6,208374.5,6813.79,68137.9,140236.6,67.3,Retail,Referral,Completed,240294.0
ORD100268,2025-12-20,Dec-2025,Q4,FY2025-Q3,West,Rohan Patil,Enterprise,Returning,Software,Security Suite,14,9530.34,14.9,133424.76,19880.29,113544.47,2907.29,40702.06,72842.41,64.15,Partner,Referral,Completed,253147.0
ORD100269,2025-12-20,Dec-2025,Q4,FY2025-Q3,North,Karan Mehta,Mid-Market,New,Software,Analytics Suite,13,21458.87,1.0,278965.31,2789.65,276175.66,6692.36,87000.68,189174.98,68.5,Online,Referral,Completed,185739.0
ORD100270,2025-12-21,Dec-2025,Q4,FY2025-Q3,East,Priya Sen,SMB,Returning,Electronics,Wireless Mouse,1,909.54,0.0,909.54,0.0,909.54,543.64,543.64,365.9,40.23,Direct,Referral,Completed,202681.0
ORD100271,2025-12-21,Dec-2025,Q4,FY2025-Q3,West,Neha Shah,SMB,Returning,Accessories,Webcam Cover,1,150.71,5.7,150.71,8.59,142.12,84.16,84.16,57.96,40.78,Online,Event/Trade Show,Completed,203434.0
ORD100272,2025-12-22,Dec-2025,Q4,FY2025-Q3,South,Rahul Nair,SMB,New,Accessories,Desk Organizer,2,464.98,3.6,929.96,33.48,896.48,267.68,535.36,361.12,40.28,Retail,Paid Ads,Completed,259148.0
ORD100273,2025-12-22,Dec-2025,Q4,FY2025-Q3,North,Karan Mehta,SMB,Returning,Accessories,Webcam Cover,4,155.51,4.8,622.04,29.86,592.18,86.91,347.64,244.54,41.29,Online,Referral,Completed,195071.0
ORD100274,2025-12-22,Dec-2025,Q4,FY2025-Q3,North,Aditi Rao,SMB,New,Furniture,Office Cabinet,5,8594.8,5.3,42974.0,2277.62,40696.38,5081.62,25408.1,15288.28,37.57,Retail,Cold Outreach,Completed,217663.0
ORD100275,2025-12-22,Dec-2025,Q4,FY2025-Q3,East,Ritu Ghosh,Mid-Market,New,Furniture,Ergonomic Chair,6,11416.22,4.0,68497.32,2739.89,65757.43,6468.87,38813.22,26944.21,40.98,Direct,Paid Ads,Completed,192332.0
ORD100276,2025-12-23,Dec-2025,Q4,FY2025-Q3,West,Simran Kaur,SMB,Returning,Accessories,Cable Management Kit,2,356.1,5.3,712.2,37.75,674.45,188.43,376.86,297.59,44.12,Online,Cold Outreach,Completed,187138.0
ORD100277,2025-12-23,Dec-2025,Q4,FY2025-Q3,South,Divya Menon,Enterprise,New,Software,Analytics Suite,14,22412.36,17.6,313773.04,55224.06,258548.98,6404.13,89657.82,168891.16,65.32,Direct,Cold Outreach,Completed,193000.0
ORD100278,2025-12-23,Dec-2025,Q4,FY2025-Q3,West,Rohan Patil,Mid-Market,Returning,Electronics,Bluetooth Speaker,9,2531.5,4.2,22783.5,956.91,21826.59,1505.1,13545.9,8280.69,37.94,Retail,Paid Ads,Completed,235033.0
ORD100279,2025-12-24,Dec-2025,Q4,FY2025-Q3,West,Simran Kaur,SMB,Returning,Accessories,Webcam Cover,4,153.21,0.0,612.84,0.0,612.84,80.9,323.6,289.24,47.2,Online,Website Organic,Completed,216808.0
ORD100280,2025-12-25,Dec-2025,Q4,FY2025-Q3,North,Sneha Iyer,Enterprise,Returning,Electronics,USB-C Hub,24,1803.68,10.4,43288.32,4501.99,38786.33,1066.3,25591.2,13195.13,34.02,Partner,Website Organic,Completed,256451.0
ORD100281,2025-12-25,Dec-2025,Q4,FY2025-Q3,West,Simran Kaur,Mid-Market,New,Software,Security Suite,10,9643.29,4.8,96432.9,4628.78,91804.12,2887.04,28870.4,62933.72,68.55,Retail,Event/Trade Show,Completed,210683.0
ORD100282,2025-12-25,Dec-2025,Q4,FY2025-Q3,West,Simran Kaur,Enterprise,Returning,Software,CRM License,16,14687.12,9.5,234993.92,22324.42,212669.5,4194.66,67114.56,145554.94,68.44,Direct,Website Organic,Completed,223535.0
ORD100283,2025-12-26,Dec-2025,Q4,FY2025-Q3,North,Sneha Iyer,SMB,Returning,Furniture,Ergonomic Chair,6,11927.36,2.6,71564.16,1860.67,69703.49,6846.82,41080.92,28622.57,41.06,Online,Cold Outreach,Completed,185806.0
ORD100284,2025-12-26,Dec-2025,Q4,FY2025-Q3,West,Neha Shah,Mid-Market,Returning,Accessories,Webcam Cover,6,154.99,7.3,929.94,67.89,862.05,86.15,516.9,345.15,40.04,Partner,Website Organic,Completed,189029.0
ORD100285,2025-12-26,Dec-2025,Q4,FY2025-Q3,East,Arjun Das,SMB,New,Furniture,Office Cabinet,10,9223.52,2.3,92235.2,2121.41,90113.79,5227.8,52278.0,37835.79,41.99,Retail,Website Organic,Completed,219389.0
ORD100286,2025-12-27,Dec-2025,Q4,FY2025-Q3,North,Karan Mehta,Enterprise,New,Electronics,Wireless Mouse,22,933.74,15.5,20542.28,3184.05,17358.23,593.3,13052.6,4305.63,24.8,Partner,Paid Ads,Returned,228300.0
ORD100287,2025-12-27,Dec-2025,Q4,FY2025-Q3,North,Karan Mehta,SMB,Returning,Accessories,Webcam Cover,4,149.47,7.1,597.88,42.45,555.43,84.14,336.56,218.87,39.41,Direct,Referral,Completed,251528.0
ORD100288,2025-12-28,Dec-2025,Q4,FY2025-Q3,West,Neha Shah,Enterprise,Returning,Furniture,Standing Desk,18,17760.91,12.4,319696.38,39642.35,280054.03,10555.06,189991.08,90062.95,32.16,Online,Referral,Completed,253331.0
ORD100289,2025-12-28,Dec-2025,Q4,FY2025-Q3,East,Ritu Ghosh,SMB,Returning,Electronics,Wireless Mouse,6,865.81,4.3,5194.86,223.38,4971.48,548.88,3293.28,1678.2,33.76,Partner,Referral,Completed,180942.0
ORD100290,2025-12-28,Dec-2025,Q4,FY2025-Q3,West,Neha Shah,SMB,New,Software,Analytics Suite,10,22630.36,1.8,226303.6,4073.46,222230.14,7052.67,70526.7,151703.44,68.26,Direct,Cold Outreach,Completed,184048.0
ORD100291,2025-12-29,Dec-2025,Q4,FY2025-Q3,West,Simran Kaur,SMB,Returning,Accessories,Webcam Cover,4,150.99,2.6,603.96,15.7,588.26,86.38,345.52,242.74,41.26,Direct,Cold Outreach,Completed,258688.0
ORD100292,2025-12-29,Dec-2025,Q4,FY2025-Q3,East,Ritu Ghosh,Enterprise,New,Furniture,Ergonomic Chair,18,11554.5,14.9,207981.0,30989.17,176991.83,7019.5,126351.0,50640.83,28.61,Online,Paid Ads,Completed,231216.0
ORD100293,2025-12-30,Dec-2025,Q4,FY2025-Q3,North,Aditi Rao,SMB,Returning,Furniture,Office Cabinet,1,8615.01,4.8,8615.01,413.52,8201.49,5123.28,5123.28,3078.21,37.53,Direct,Website Organic,Completed,183069.0
ORD100294,2025-12-30,Dec-2025,Q4,FY2025-Q3,East,Priya Sen,SMB,Returning,Furniture,Ergonomic Chair,1,12205.47,5.2,12205.47,634.68,11570.79,7239.51,7239.51,4331.28,37.43,Direct,Paid Ads,Completed,205781.0
ORD100295,2025-12-30,Dec-2025,Q4,FY2025-Q3,West,Rohan Patil,Mid-Market,New,Furniture,Standing Desk,6,18448.77,4.3,110692.62,4759.78,105932.84,10987.15,65922.9,40009.94,37.77,Direct,Paid Ads,Completed,185789.0
ORD100296,2025-12-30,Dec-2025,Q4,FY2025-Q3,West,Simran Kaur,Enterprise,New,Software,Cloud Storage Plan,17,5776.11,11.9,98193.87,11685.07,86508.8,1801.72,30629.24,55879.56,64.59,Online,Website Organic,Completed,224832.0
ORD100297,2025-12-30,Dec-2025,Q4,FY2025-Q3,East,Ritu Ghosh,SMB,New,Software,Analytics Suite,2,22576.47,0.0,45152.94,0.0,45152.94,6737.23,13474.46,31678.48,70.16,Online,Event/Trade Show,Returned,214071.0
ORD100298,2025-12-31,Dec-2025,Q4,FY2025-Q3,West,Rohan Patil,SMB,New,Electronics,Smartwatch,1,8864.09,1.0,8864.09,88.64,8775.45,5609.79,5609.79,3165.66,36.07,Retail,Website Organic,Returned,210813.0
ORD100299,2025-12-31,Dec-2025,Q4,FY2025-Q3,South,Vikram Reddy,Mid-Market,Returning,Electronics,Bluetooth Speaker,6,2427.16,14.0,14562.96,2038.81,12524.15,1455.37,8732.22,3791.93,30.28,Direct,Paid Ads,Completed,235049.0
ORD100300,2026-01-01,Jan-2026,Q1,FY2025-Q4,North,Karan Mehta,SMB,Returning,Electronics,Wireless Mouse,3,934.35,0.4,2803.05,11.21,2791.84,573.01,1719.03,1072.81,38.43,Direct,Website Organic,Completed,210242.0
ORD100301,2026-01-01,Jan-2026,Q1,FY2025-Q4,North,Sneha Iyer,SMB,New,Furniture,Ergonomic Chair,3,12429.5,7.0,37288.5,2610.2,34678.3,7163.94,21491.82,13186.48,38.03,Partner,Website Organic,Completed,202945.0
ORD100302,2026-01-01,Jan-2026,Q1,FY2025-Q4,South,Vikram Reddy,SMB,Returning,Furniture,Ergonomic Chair,3,11429.27,5.1,34287.81,1748.68,32539.13,6729.91,20189.73,12349.4,37.95,Direct,Referral,Completed,198686.0
ORD100303,2026-01-03,Jan-2026,Q1,FY2025-Q4,North,Sneha Iyer,SMB,New,Electronics,Bluetooth Speaker,1,2453.8,5.2,2453.8,127.6,2326.2,1484.38,1484.38,841.82,36.19,Online,Paid Ads,Completed,214521.0
ORD100304,2026-01-03,Jan-2026,Q1,FY2025-Q4,North,Aditi Rao,Mid-Market,New,Furniture,Ergonomic Chair,8,12183.95,8.3,97471.6,8090.14,89381.46,7022.07,56176.56,33204.9,37.15,Retail,Paid Ads,Completed,182861.0
ORD100305,2026-01-03,Jan-2026,Q1,FY2025-Q4,East,Ritu Ghosh,Mid-Market,Returning,Electronics,Wireless Mouse,6,897.4,3.2,5384.4,172.3,5212.1,575.11,3450.66,1761.44,33.8,Retail,Referral,Completed,232916.0
ORD100306,2026-01-03,Jan-2026,Q1,FY2025-Q4,West,Simran Kaur,SMB,Returning,Accessories,Desk Organizer,3,427.91,5.2,1283.73,66.75,1216.98,231.72,695.16,521.82,42.88,Retail,Referral,Completed,255214.0
ORD100307,2026-01-03,Jan-2026,Q1,FY2025-Q4,West,Rohan Patil,Enterprise,Returning,Electronics,Bluetooth Speaker,10,2483.93,16.6,24839.3,4123.32,20715.98,1477.48,14774.8,5941.18,28.68,Retail,Cold Outreach,Completed,210703.0
ORD100308,2026-01-04,Jan-2026,Q1,FY2025-Q4,West,Neha Shah,SMB,New,Accessories,Laptop Sleeve,6,700.25,1.4,4201.5,58.82,4142.68,399.96,2399.76,1742.92,42.07,Direct,Paid Ads,Completed,183532.0
ORD100309,2026-01-04,Jan-2026,Q1,FY2025-Q4,West,Neha Shah,Enterprise,Returning,Accessories,Cable Management Kit,15,360.7,17.5,5410.5,946.84,4463.66,200.55,3008.25,1455.41,32.61,Direct,Paid Ads,Completed,188646.0
ORD100310,2026-01-06,Jan-2026,Q1,FY2025-Q4,South,Vikram Reddy,SMB,New,Accessories,Cable Management Kit,4,365.41,0.9,1461.64,13.15,1448.49,207.44,829.76,618.73,42.72,Direct,Cold Outreach,Completed,189751.0
ORD100311,2026-01-06,Jan-2026,Q1,FY2025-Q4,East,Priya Sen,Enterprise,Returning,Software,Security Suite,14,9070.91,10.6,126992.74,13461.23,113531.51,2831.32,39638.48,73893.03,65.09,Partner,Event/Trade Show,Completed,207658.0
ORD100312,2026-01-07,Jan-2026,Q1,FY2025-Q4,North,Karan Mehta,Mid-Market,New,Accessories,Desk Organizer,6,467.72,5.9,2806.32,165.57,2640.75,247.7,1486.2,1154.55,43.72,Retail,Cold Outreach,Completed,182624.0
ORD100313,2026-01-07,Jan-2026,Q1,FY2025-Q4,South,Divya Menon,SMB,Returning,Furniture,Bookshelf,1,5367.57,0.0,5367.57,0.0,5367.57,2963.25,2963.25,2404.32,44.79,Online,Website Organic,Completed,215777.0
ORD100314,2026-01-09,Jan-2026,Q1,FY2025-Q4,South,Divya Menon,SMB,New,Electronics,USB-C Hub,4,1763.58,0.0,7054.32,0.0,7054.32,1099.96,4399.84,2654.48,37.63,Partner,Website Organic,Completed,236425.0
ORD100315,2026-01-09,Jan-2026,Q1,FY2025-Q4,East,Arjun Das,Mid-Market,Returning,Electronics,Wireless Mouse,5,938.03,6.4,4690.15,300.17,4389.98,589.53,2947.65,1442.33,32.86,Online,Website Organic,Completed,229418.0
ORD100316,2026-01-10,Jan-2026,Q1,FY2025-Q4,South,Rahul Nair,SMB,New,Software,Cloud Storage Plan,3,5901.88,6.6,17705.64,1168.57,16537.07,1683.93,5051.79,11485.28,69.45,Direct,Website Organic,Completed,210257.0
ORD100317,2026-01-11,Jan-2026,Q1,FY2025-Q4,West,Neha Shah,Mid-Market,New,Furniture,Bookshelf,7,5374.26,7.9,37619.82,2971.97,34647.85,2970.93,20796.51,13851.34,39.98,Partner,Referral,Completed,256821.0
ORD100318,2026-01-12,Jan-2026,Q1,FY2025-Q4,East,Priya Sen,Mid-Market,New,Software,Analytics Suite,7,21303.04,5.3,149121.28,7903.43,141217.85,6077.66,42543.62,98674.23,69.87,Online,Website Organic,Completed,190392.0
ORD100319,2026-01-12,Jan-2026,Q1,FY2025-Q4,East,Arjun Das,Mid-Market,New,Software,CRM License,6,14624.94,7.9,87749.64,6932.22,80817.42,4458.0,26748.0,54069.42,66.9,Partner,Website Organic,Completed,249014.0
ORD100320,2026-01-13,Jan-2026,Q1,FY2025-Q4,South,Divya Menon,Mid-Market,New,Furniture,Bookshelf,11,5401.1,5.0,59412.1,2970.61,56441.49,3037.87,33416.57,23024.92,40.79,Direct,Website Organic,Completed,181445.0
ORD100321,2026-01-13,Jan-2026,Q1,FY2025-Q4,South,Vikram Reddy,Mid-Market,Returning,Electronics,Noise Cancelling Headphones,7,6712.42,9.1,46986.94,4275.81,42711.13,3967.07,27769.49,14941.64,34.98,Retail,Cold Outreach,Completed,243248.0
ORD100322,2026-01-13,Jan-2026,Q1,FY2025-Q4,North,Sneha Iyer,SMB,Returning,Electronics,Smartwatch,1,8533.13,1.5,8533.13,128.0,8405.13,5398.22,5398.22,3006.91,35.77,Direct,Paid Ads,Completed,204298.0
ORD100323,2026-01-13,Jan-2026,Q1,FY2025-Q4,West,Simran Kaur,SMB,Returning,Software,Cloud Storage Plan,2,6103.32,3.0,12206.64,366.2,11840.44,1898.73,3797.46,8042.98,67.93,Online,Website Organic,Completed,219313.0
