Company,Record_ID,Region,Country,City,Warehouse_ID,Warehouse_Name,SKU_ID,Product_Name,Product_Category,ABC_Classification,Supplier_Name,Unit_Cost_USD,Unit_Price_USD,Lead_Time_Days,Week_Start_Date,Month_Name,Quarter,Week_Number,Beginning_Inventory_Units,Units_Received,Demand_Forecast_Units,Actual_Demand_Units,Units_Sold,Backorder_Units,Ending_Inventory_Units,Safety_Stock_Units,Reorder_Point_Units,Max_Stock_Level_Units,Stockout_Flag,Stockout_Days,Fill_Rate_Percent,Avg_Inventory_Units,Inventory_Value_USD,Inventory_Turnover_Ratio_Annualized,Days_of_Supply,Carrying_Cost_Percent_Annual,Weekly_Carrying_Cost_USD
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403031,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1117,USB-C Charger,Electronics,A,Apex Wholesale,23.43,39.63,21,2026-04-13,Apr-2026,Q2,15,1944.0,0,462.2,538.0,538.0,0.0,1406.0,267,1653,2517,No,0,100.0,1675.0,32942.58,16.7,18.3,0.159,120.0
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403057,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1118,Electric Toothbrush,Health & Beauty,A,Summit Vendor Group,44.78,106.16,7,2026-04-13,Apr-2026,Q2,15,716.0,0,366.8,328.0,328.0,0.0,388.0,271,637,1251,No,0,100.0,552.0,17374.64,30.9,8.3,0.162,77.01
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403083,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1119,Hoodie,Apparel,C,Pioneer Import Export,57.42,87.77,7,2026-04-13,Apr-2026,Q2,15,25.0,82,36.7,42.0,42.0,0.0,65.0,18,54,111,No,0,100.0,45.0,3732.3,48.53,10.8,0.188,9.34
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403109,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1120,Door Mat,Home & Kitchen,C,BlueOcean Distributors,113.0,203.21,21,2026-04-13,Apr-2026,Q2,15,50.0,0,17.3,14.0,14.0,0.0,36.0,9,60,99,No,0,100.0,43.0,4068.0,16.93,18.0,0.159,14.86
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403135,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1121,Rain Jacket,Apparel,B,Apex Wholesale,5.84,11.36,7,2026-04-13,Apr-2026,Q2,15,117.0,246,104.1,92.0,92.0,0.0,271.0,69,173,369,No,0,100.0,194.0,1582.64,24.66,20.6,0.274,5.97
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403161,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1122,Face Moisturizer,Health & Beauty,B,Apex Wholesale,141.51,240.35,7,2026-04-13,Apr-2026,Q2,15,205.0,0,80.0,83.0,83.0,0.0,122.0,50,130,290,No,0,100.0,163.5,17264.22,26.4,10.3,0.226,100.56
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403187,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1123,Webcam,Electronics,A,Meridian Trading Co.,54.34,140.49,14,2026-04-13,Apr-2026,Q2,15,806.0,0,284.4,335.0,335.0,0.0,471.0,146,714,1523,No,0,100.0,638.5,25594.14,27.28,9.8,0.266,177.48
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403213,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1124,Shampoo 400ml,Health & Beauty,B,Summit Vendor Group,91.92,234.56,14,2026-04-13,Apr-2026,Q2,15,518.0,0,129.8,126.0,126.0,0.0,392.0,82,341,692,No,0,100.0,455.0,36032.64,14.4,21.8,0.265,213.14
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403239,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1125,Wireless Earbuds,Electronics,C,BlueOcean Distributors,135.54,265.46,30,2026-04-13,Apr-2026,Q2,15,59.0,0,12.2,15.0,15.0,0.0,44.0,5,57,91,No,0,100.0,51.5,5963.76,15.15,20.5,0.153,20.54
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403265,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1126,Granola Bars (Box),Grocery/FMCG,C,Apex Wholesale,126.9,217.44,21,2026-04-13,Apr-2026,Q2,15,87.0,0,22.4,23.0,23.0,0.0,64.0,14,81,117,No,0,100.0,75.5,8121.6,15.84,19.5,0.246,45.33
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403291,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1127,Instant Coffee Jar,Grocery/FMCG,C,Union Supply Chain Ltd.,44.48,98.61,7,2026-04-13,Apr-2026,Q2,15,66.0,0,24.3,22.0,22.0,0.0,44.0,11,35,105,No,0,100.0,55.0,1957.12,20.8,14.0,0.207,9.74
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403317,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1128,Bluetooth Speaker,Electronics,B,Summit Vendor Group,72.16,116.08,21,2026-04-13,Apr-2026,Q2,15,53.0,0,52.4,51.0,51.0,0.0,2.0,47,204,355,No,0,100.0,27.5,144.32,96.44,0.3,0.222,8.47
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403343,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1129,Wall Clock,Home & Kitchen,C,Meridian Trading Co.,82.97,211.72,7,2026-04-13,Apr-2026,Q2,15,40.0,0,16.8,20.0,20.0,0.0,20.0,14,30,62,No,0,100.0,30.0,1659.4,34.67,7.0,0.223,10.67
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403369,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1130,Sparkling Water (Pack),Grocery/FMCG,C,Summit Vendor Group,50.07,72.4,14,2026-04-13,Apr-2026,Q2,15,7.0,114,25.4,31.0,31.0,0.0,90.0,11,61,125,No,0,100.0,48.5,4506.3,33.24,20.3,0.195,9.11
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403395,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1131,Peanut Butter Jar,Grocery/FMCG,A,Apex Wholesale,102.56,155.56,10,2026-04-13,Apr-2026,Q2,15,914.0,1090,477.1,529.0,529.0,0.0,1475.0,285,966,2020,No,0,100.0,1194.5,151276.0,23.03,19.5,0.165,388.73
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403421,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1132,Body Lotion,Health & Beauty,B,Union Supply Chain Ltd.,58.58,126.47,7,2026-04-13,Apr-2026,Q2,15,128.0,526,149.9,156.0,156.0,0.0,498.0,111,260,681,No,0,100.0,313.0,29172.84,25.92,22.3,0.22,77.57
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403447,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1133,Rice 5kg,Grocery/FMCG,C,Pioneer Import Export,83.21,202.84,14,2026-04-13,Apr-2026,Q2,15,146.0,0,47.5,48.0,48.0,0.0,98.0,45,139,268,No,0,100.0,122.0,8154.58,20.46,14.3,0.216,42.17
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403473,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1134,Protein Powder,Grocery/FMCG,B,Meridian Trading Co.,4.51,9.61,7,2026-04-13,Apr-2026,Q2,15,293.0,0,84.8,92.0,92.0,0.0,201.0,62,146,398,No,0,100.0,247.0,906.51,19.37,15.3,0.273,5.85
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403499,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1135,Women's Leggings,Apparel,C,Vertex Sourcing Inc.,59.43,139.83,30,2026-04-13,Apr-2026,Q2,15,106.0,0,19.4,22.0,22.0,0.0,84.0,10,93,145,No,0,100.0,95.0,4992.12,12.04,26.7,0.176,19.11
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403525,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1136,Ceramic Mug Set,Home & Kitchen,C,BlueOcean Distributors,81.94,187.56,21,2026-04-13,Apr-2026,Q2,15,111.0,85,37.3,38.0,38.0,0.0,158.0,17,128,203,No,0,100.0,134.5,12946.52,14.69,29.1,0.24,50.87
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403551,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1137,Non-stick Pan,Home & Kitchen,A,Pioneer Import Export,138.06,208.44,10,2026-04-13,Apr-2026,Q2,15,42.0,0,161.0,132.0,42.0,90.0,0.0,125,355,724,Yes,3,31.82,21.0,0.0,104.0,0.0,0.18,10.04
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403577,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1138,Hoodie,Apparel,B,Vertex Sourcing Inc.,112.89,261.94,21,2026-04-13,Apr-2026,Q2,15,414.0,0,127.5,113.0,113.0,0.0,301.0,103,485,711,No,0,100.0,357.5,33979.89,16.44,18.6,0.221,171.52
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403603,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1139,Storage Containers (Set),Home & Kitchen,A,Union Supply Chain Ltd.,61.7,126.82,30,2026-04-13,Apr-2026,Q2,15,798.0,767,237.3,224.0,224.0,0.0,1341.0,109,1125,1648,No,0,100.0,1069.5,82739.7,10.89,41.9,0.182,230.96
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403629,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1140,Vitamin C Serum,Health & Beauty,A,Vertex Sourcing Inc.,2.67,5.58,7,2026-04-13,Apr-2026,Q2,15,639.0,0,347.7,433.0,433.0,0.0,206.0,176,523,1132,No,0,100.0,422.5,550.02,53.29,3.3,0.15,3.25
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403655,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1141,Cotton Socks (3-pack),Apparel,C,Meridian Trading Co.,5.42,9.09,7,2026-04-13,Apr-2026,Q2,15,61.0,0,23.9,25.0,25.0,0.0,36.0,22,45,87,No,0,100.0,48.5,195.12,26.8,10.1,0.275,1.39
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403681,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1142,Honey Jar,Grocery/FMCG,C,Vertex Sourcing Inc.,80.56,159.24,14,2026-04-13,Apr-2026,Q2,15,20.0,28,10.9,12.0,12.0,0.0,36.0,8,29,49,No,0,100.0,28.0,2900.16,22.29,21.0,0.24,10.41
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403707,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1143,Men's T-Shirt,Apparel,C,Summit Vendor Group,92.68,201.42,7,2026-04-13,Apr-2026,Q2,15,25.0,0,16.7,19.0,19.0,0.0,6.0,8,24,62,No,0,100.0,15.5,556.08,63.74,2.2,0.17,4.7
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403733,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1144,Pasta 500g,Grocery/FMCG,A,Global Source Partners,28.72,43.68,21,2026-04-13,Apr-2026,Q2,15,1984.0,0,425.9,378.0,378.0,0.0,1606.0,201,1478,2693,No,0,100.0,1795.0,46124.32,10.95,29.7,0.223,221.08
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403759,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1145,Baseball Cap,Apparel,B,Meridian Trading Co.,97.9,152.65,30,2026-04-13,Apr-2026,Q2,15,344.0,0,106.8,101.0,101.0,0.0,243.0,90,547,827,No,0,100.0,293.5,23789.7,17.89,16.8,0.154,85.1
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403785,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1146,Trail Mix,Grocery/FMCG,B,Global Source Partners,83.11,158.21,21,2026-04-13,Apr-2026,Q2,15,0.0,636,109.3,104.0,104.0,0.0,532.0,63,390,641,No,0,100.0,266.0,44214.52,20.33,35.8,0.22,93.53
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403811,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1147,Green Tea (Box),Grocery/FMCG,B,Global Source Partners,61.89,129.29,10,2026-04-13,Apr-2026,Q2,15,65.0,412,138.6,169.0,169.0,0.0,308.0,131,328,548,No,0,100.0,186.5,19062.12,47.12,12.8,0.195,43.28
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403837,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1148,Olive Oil 1L,Grocery/FMCG,A,Global Source Partners,98.24,173.03,30,2026-04-13,Apr-2026,Q2,15,209.0,0,159.0,171.0,171.0,0.0,38.0,67,748,1216,No,0,100.0,123.5,3733.12,72.0,1.6,0.237,55.3
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403863,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1149,Cereal Box,Grocery/FMCG,A,Apex Wholesale,26.43,51.61,14,2026-04-13,Apr-2026,Q2,15,199.0,1720,402.2,493.0,493.0,0.0,1426.0,283,1087,2040,No,0,100.0,812.5,37689.18,31.55,20.2,0.231,95.4
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403889,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1150,Running Shoes,Apparel,C,Summit Vendor Group,28.07,72.49,21,2026-04-13,Apr-2026,Q2,15,53.0,0,16.0,13.0,13.0,0.0,40.0,9,56,97,No,0,100.0,46.5,1122.8,14.54,21.5,0.211,5.3
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403915,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1151,Wool Sweater,Apparel,B,Global Source Partners,63.73,163.61,14,2026-04-13,Apr-2026,Q2,15,237.0,0,110.8,114.0,114.0,0.0,123.0,99,320,649,No,0,100.0,180.0,7838.79,32.93,7.6,0.161,35.52
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403941,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1152,Vacuum Flask,Home & Kitchen,C,Meridian Trading Co.,13.02,26.31,30,2026-04-13,Apr-2026,Q2,15,39.0,23,8.7,9.0,9.0,0.0,53.0,8,45,64,No,0,100.0,46.0,690.06,10.17,41.2,0.166,1.91
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403967,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1153,Smart Plug,Electronics,C,Vertex Sourcing Inc.,64.62,140.15,7,2026-04-13,Apr-2026,Q2,15,38.0,0,25.1,24.0,24.0,0.0,14.0,10,35,81,No,0,100.0,26.0,904.68,48.0,4.1,0.195,6.3
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403993,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1154,Candle Set,Home & Kitchen,A,Apex Wholesale,148.24,228.95,14,2026-04-13,Apr-2026,Q2,15,1019.0,0,302.3,296.0,296.0,0.0,723.0,245,849,1494,No,0,100.0,871.0,107177.52,17.67,17.1,0.264,655.52
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404019,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1155,Hair Oil,Health & Beauty,C,Apex Wholesale,125.05,276.47,21,2026-04-13,Apr-2026,Q2,15,19.0,0,20.7,26.0,19.0,7.0,0.0,14,76,107,Yes,2,73.08,9.5,0.0,104.0,0.0,0.224,5.12
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404045,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1156,Deodorant,Health & Beauty,A,Apex Wholesale,134.04,290.1,10,2026-04-13,Apr-2026,Q2,15,625.0,0,189.7,195.0,195.0,0.0,430.0,95,366,928,No,0,100.0,527.5,57637.2,19.22,15.4,0.186,252.91
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404071,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1157,HDMI Cable,Electronics,C,Summit Vendor Group,41.34,76.37,10,2026-04-13,Apr-2026,Q2,15,19.0,22,12.1,12.0,12.0,0.0,29.0,6,23,44,No,0,100.0,24.0,1198.86,26.0,16.9,0.211,4.03
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404097,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1158,Hand Sanitizer,Health & Beauty,B,Global Source Partners,81.28,131.37,14,2026-04-13,Apr-2026,Q2,15,271.0,0,90.8,107.0,107.0,0.0,164.0,77,258,491,No,0,100.0,217.5,13329.92,25.58,10.7,0.185,62.89
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404123,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1159,Sports Bra,Apparel,B,Pioneer Import Export,83.15,159.61,7,2026-04-13,Apr-2026,Q2,15,301.0,0,129.7,138.0,138.0,0.0,163.0,85,214,462,No,0,100.0,232.0,13553.45,30.93,8.3,0.232,86.07
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404149,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1160,LED Desk Lamp,Home & Kitchen,C,Union Supply Chain Ltd.,99.25,170.13,14,2026-04-13,Apr-2026,Q2,15,84.0,0,26.0,32.0,32.0,0.0,52.0,13,65,133,No,0,100.0,68.0,5161.0,24.47,11.4,0.202,26.22
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404175,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1161,Lip Balm (3-pack),Health & Beauty,C,Apex Wholesale,52.86,131.57,10,2026-04-13,Apr-2026,Q2,15,160.0,0,48.9,54.0,54.0,0.0,106.0,38,107,231,No,0,100.0,133.0,5603.16,21.11,13.7,0.195,26.36
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404201,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1162,Formal Shirt,Apparel,C,Apex Wholesale,136.98,195.16,7,2026-04-13,Apr-2026,Q2,15,55.0,98,43.7,49.0,49.0,0.0,104.0,35,78,163,No,0,100.0,79.5,14245.92,32.05,14.9,0.185,38.74
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404227,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1163,Tablet Stylus,Electronics,B,Union Supply Chain Ltd.,41.6,105.45,21,2026-04-13,Apr-2026,Q2,15,0.0,0,108.3,116.0,0.0,116.0,0.0,106,430,752,Yes,4,0.0,0.0,0.0,0.0,0.0,0.216,0.0
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404253,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1164,Bath Towel Set,Home & Kitchen,C,Vertex Sourcing Inc.,56.26,99.6,7,2026-04-13,Apr-2026,Q2,15,17.0,26,10.4,8.0,8.0,0.0,35.0,7,17,47,No,0,100.0,26.0,1969.1,16.0,30.6,0.278,7.82
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404279,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1165,Wireless Mouse,Electronics,C,Union Supply Chain Ltd.,143.17,231.75,14,2026-04-13,Apr-2026,Q2,15,65.0,119,47.4,53.0,53.0,0.0,131.0,22,116,188,No,0,100.0,98.0,18755.27,28.12,17.3,0.214,57.74
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404305,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1166,Cutlery Set,Home & Kitchen,A,BlueOcean Distributors,81.09,187.44,14,2026-04-13,Apr-2026,Q2,15,1295.0,0,402.2,497.0,497.0,0.0,798.0,186,990,1889,No,0,100.0,1046.5,64709.82,24.7,11.2,0.231,376.98
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404331,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1167,Portable SSD,Electronics,C,Meridian Trading Co.,3.48,8.2,7,2026-04-13,Apr-2026,Q2,15,32.0,57,28.5,33.0,33.0,0.0,56.0,16,44,99,No,0,100.0,44.0,194.88,39.0,11.9,0.268,0.79
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404357,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1168,Denim Jacket,Apparel,C,Union Supply Chain Ltd.,137.99,230.25,21,2026-04-13,Apr-2026,Q2,15,54.0,0,14.1,12.0,12.0,0.0,42.0,10,52,89,No,0,100.0,48.0,5795.58,13.0,24.5,0.191,24.33
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404383,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1169,Electric Toothbrush,Health & Beauty,A,Pioneer Import Export,33.12,76.41,7,2026-04-13,Apr-2026,Q2,15,516.0,895,469.3,530.0,530.0,0.0,881.0,353,822,1532,No,0,100.0,698.5,29178.72,39.46,11.6,0.228,101.44
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404409,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1170,Cutting Board,Home & Kitchen,C,Summit Vendor Group,134.02,290.22,14,2026-04-13,Apr-2026,Q2,15,23.0,0,7.1,7.0,7.0,0.0,16.0,4,18,34,No,0,100.0,19.5,2144.32,18.67,16.0,0.183,9.2
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404435,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1171,Sneakers,Apparel,C,Summit Vendor Group,81.67,199.57,21,2026-04-13,Apr-2026,Q2,15,27.0,19,8.4,10.0,10.0,0.0,36.0,6,31,48,No,0,100.0,31.5,2940.12,16.51,25.2,0.16,7.92
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404461,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1172,USB-C Charger,Electronics,C,Apex Wholesale,121.4,263.72,10,2026-04-13,Apr-2026,Q2,15,0.0,51,13.2,16.0,16.0,0.0,35.0,12,30,53,No,0,100.0,17.5,4249.0,47.54,15.3,0.266,10.87
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404487,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1173,Multivitamin Bottle,Health & Beauty,C,Pioneer Import Export,141.91,342.87,7,2026-04-13,Apr-2026,Q2,15,12.0,0,6.7,8.0,8.0,0.0,4.0,2,8,21,No,0,100.0,8.0,567.64,52.0,3.5,0.178,3.89
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404513,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1174,Door Mat,Home & Kitchen,B,Global Source Partners,8.53,19.28,21,2026-04-13,Apr-2026,Q2,15,234.0,0,86.0,103.0,103.0,0.0,131.0,60,317,459,No,0,100.0,182.5,1117.43,29.35,8.9,0.261,7.81
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404539,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1175,Laptop Stand,Electronics,C,BlueOcean Distributors,75.64,108.33,10,2026-04-13,Apr-2026,Q2,15,164.0,0,46.6,45.0,45.0,0.0,119.0,20,86,217,No,0,100.0,141.5,9001.16,16.54,18.5,0.27,55.57
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404565,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1176,Power Bank,Electronics,B,Apex Wholesale,87.97,221.9,10,2026-04-13,Apr-2026,Q2,15,11.0,283,87.5,76.0,76.0,0.0,218.0,43,168,343,No,0,100.0,114.5,19177.46,34.52,20.1,0.159,30.8
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404591,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1177,Sunscreen SPF50,Health & Beauty,B,Apex Wholesale,50.99,107.27,14,2026-04-13,Apr-2026,Q2,15,0.0,0,131.4,113.0,0.0,113.0,0.0,124,386,629,Yes,2,0.0,0.0,0.0,0.0,0.0,0.252,0.0
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404617,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1178,Throw Blanket,Home & Kitchen,B,Summit Vendor Group,25.45,61.61,14,2026-04-13,Apr-2026,Q2,15,0.0,278,53.8,61.0,61.0,0.0,217.0,34,141,294,No,0,100.0,108.5,5522.65,29.24,24.9,0.244,12.96
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404643,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1179,Router,Electronics,C,Summit Vendor Group,98.22,147.03,10,2026-04-13,Apr-2026,Q2,15,0.0,134,39.7,45.0,45.0,0.0,89.0,24,80,154,No,0,100.0,44.5,8741.58,52.58,13.8,0.236,19.84
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404669,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1180,Face Mask (Pack),Health & Beauty,C,Vertex Sourcing Inc.,27.38,67.08,7,2026-04-13,Apr-2026,Q2,15,9.0,12,6.3,5.0,5.0,0.0,16.0,5,11,24,No,0,100.0,12.5,438.08,20.8,22.4,0.188,1.24
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400016,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1001,Webcam,Electronics,A,Meridian Trading Co.,79.86,135.87,14,2026-04-20,Apr-2026,Q2,16,884.0,0,363.9,341.0,341.0,0.0,543.0,148,875,1805,No,0,100.0,713.5,43363.98,24.85,11.1,0.276,302.43
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400042,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1002,Sparkling Water (Pack),Grocery/FMCG,C,Apex Wholesale,76.72,179.92,10,2026-04-20,Apr-2026,Q2,16,133.0,0,49.8,59.0,59.0,0.0,74.0,46,117,233,No,0,100.0,103.5,5677.28,29.64,8.8,0.16,24.43
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400068,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1003,Cutlery Set,Home & Kitchen,C,Vertex Sourcing Inc.,118.56,231.19,14,2026-04-20,Apr-2026,Q2,16,8.0,0,8.9,7.0,7.0,0.0,1.0,5,22,43,No,0,100.0,4.5,118.56,80.89,1.0,0.156,1.6
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400094,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1004,Body Lotion,Health & Beauty,C,Union Supply Chain Ltd.,36.94,64.4,14,2026-04-20,Apr-2026,Q2,16,52.0,0,24.8,30.0,30.0,0.0,22.0,17,66,104,No,0,100.0,37.0,812.68,42.16,5.1,0.244,6.41
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400120,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1005,Green Tea (Box),Grocery/FMCG,C,BlueOcean Distributors,103.77,242.16,21,2026-04-20,Apr-2026,Q2,16,29.0,0,10.0,10.0,10.0,0.0,19.0,8,38,54,No,0,100.0,24.0,1971.63,21.67,13.3,0.209,10.01
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400146,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1006,Vitamin C Serum,Health & Beauty,C,Meridian Trading Co.,34.0,59.36,21,2026-04-20,Apr-2026,Q2,16,37.0,50,15.3,17.0,17.0,0.0,70.0,12,57,94,No,0,100.0,53.5,2380.0,16.52,28.8,0.269,9.41
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400172,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1007,Lip Balm (3-pack),Health & Beauty,C,Global Source Partners,36.45,94.18,10,2026-04-20,Apr-2026,Q2,16,35.0,34,18.0,19.0,19.0,0.0,50.0,17,42,73,No,0,100.0,42.5,1822.5,23.25,18.4,0.237,7.06
